date,home_team,away_team,home_score,away_score,tournament,home_odds,draw_odds,away_odds
2022-04-08,Netherlands,Cyprus,12.0,0.0,FIFA World Cup qualification,-5000.0,5900.0,10000.0
2022-04-08,Austria,Northern Ireland,3.0,1.0,FIFA World Cup qualification,-588.0,800.0,1800.0
2022-04-08,Italy,Lithuania,7.0,0.0,FIFA World Cup qualification,-3333.0,4900.0,25000.0
2022-04-08,North Macedonia,England,0.0,10.0,FIFA World Cup qualification,17400.0,4900.0,-10000.0
2022-04-08,Malta,Denmark,0.0,2.0,FIFA World Cup qualification,50000.0,6900.0,-3333.0
2022-04-08,Moldova,Croatia,0.0,1.0,FIFA World Cup qualification,2200.0,860.0,-556.0
2022-04-08,Kazakhstan,Slovenia,0.0,2.0,FIFA World Cup qualification,8000.0,1900.0,-2000.0
2022-04-08,Estonia,Greece,1.0,3.0,FIFA World Cup qualification,2300.0,800.0,-625.0
2022-04-08,Romania,Switzerland,1.0,1.0,FIFA World Cup qualification,3800.0,1000.0,-714.0
2022-04-08,Hungary,Faroe Islands,7.0,0.0,FIFA World Cup qualification,,,
2022-04-09,Luxembourg,Latvia,3.0,2.0,FIFA World Cup qualification,-105.0,280.0,320.0
2022-04-09,Germany,Portugal,3.0,0.0,FIFA World Cup qualification,-1000.0,1100.0,4400.0
2022-04-12,Sweden,Republic of Ireland,1.0,1.0,FIFA World Cup qualification,-588.0,800.0,2500.0
2022-04-12,Portugal,Bulgaria,3.0,0.0,FIFA World Cup qualification,-2500.0,4900.0,20000.0
2022-04-12,Scotland,Spain,0.0,2.0,FIFA World Cup qualification,20000.0,3300.0,-2000.0
2022-04-12,Greece,Estonia,3.0,0.0,FIFA World Cup qualification,-909.0,1100.0,5500.0
2022-04-12,Luxembourg,North Macedonia,2.0,1.0,FIFA World Cup qualification,300.0,280.0,160.0
2022-04-12,Norway,Poland,2.0,1.0,FIFA World Cup qualification,-556.0,820.0,2500.0
2022-04-12,Austria,Latvia,8.0,0.0,FIFA World Cup qualification,-5000.0,5000.0,7900.0
2022-04-12,Northern Ireland,England,0.0,5.0,FIFA World Cup qualification,11000.0,3000.0,-2000.0
2022-04-12,France,Slovenia,1.0,0.0,FIFA World Cup qualification,-1111.0,1400.0,4000.0
2022-04-12,Israel,Turkey,1.0,0.0,FIFA World Cup qualification,410.0,280.0,-112.0
2022-04-12,Armenia,Albania,0.0,4.0,FIFA World Cup qualification,12500.0,2800.0,-769.0
2022-04-12,Kosovo,Belgium,1.0,6.0,FIFA World Cup qualification,12500.0,2800.0,-3333.0
2022-04-12,Switzerland,Italy,0.0,1.0,FIFA World Cup qualification,220.0,250.0,150.0
2022-04-12,Kazakhstan,Wales,0.0,3.0,FIFA World Cup qualification,7300.0,1800.0,-1667.0
2022-04-12,Denmark,Azerbaijan,2.0,0.0,FIFA World Cup qualification,,,
2022-04-12,Finland,Georgia,6.0,0.0,FIFA World Cup qualification,-5000.0,3900.0,9900.0
2022-04-12,Montenegro,Bosnia-Herzegovina,0.0,2.0,FIFA World Cup qualification,205.0,260.0,190.0
2022-04-12,Serbia,Germany,3.0,2.0,FIFA World Cup qualification,6400.0,1700.0,-1250.0
2022-04-12,Croatia,Romania,0.0,1.0,FIFA World Cup qualification,290.0,265.0,110.0
2022-04-12,Lithuania,Moldova,4.0,0.0,FIFA World Cup qualification,107.0,285.0,350.0
2022-04-12,Czech Republic,Iceland,0.0,1.0,FIFA World Cup qualification,285.0,300.0,124.0
2022-06-23,Bulgaria,Israel,0.0,2.0,FIFA World Cup qualification,485.0,360.0,-161.0
2022-06-24,Latvia,Luxembourg,1.0,0.0,FIFA World Cup qualification,266.0,294.0,-100.0
2022-06-24,Moldova,Romania,0.0,4.0,FIFA World Cup qualification,3500.0,1150.0,-1429.0
2022-06-24,Belarus,Czech Republic,2.0,1.0,FIFA World Cup qualification,1450.0,600.0,-333.0
2022-06-24,Ukraine,Scotland,0.0,4.0,FIFA World Cup qualification,550.0,350.0,-196.0
2022-06-27,Georgia,Republic of Ireland,0.0,9.0,FIFA World Cup qualification,8400.0,8900.0,-5000.0
2022-06-28,Netherlands,Belarus,3.0,0.0,FIFA World Cup qualification,-1000.0,4000.0,9900.0
2022-06-28,Estonia,Kazakhstan,4.0,2.0,FIFA World Cup qualification,275.0,240.0,153.0
2022-06-28,Moldova,Lithuania,1.0,1.0,FIFA World Cup qualification,530.0,310.0,-145.0
2022-06-28,Ukraine,Hungary,2.0,0.0,FIFA World Cup qualification,220.0,275.0,170.0
